inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,2,0,0,2,-1,-1,2.0,-1.0,-1.0,1,0,SRH,RCB
1,2,5,0,0,7,-1,-1,3.5,-1.0,-1.0,1,0,SRH,RCB
1,3,4,0,0,11,-1,-1,3.6666666666666665,-1.0,-1.0,1,0,SRH,RCB
1,4,16,0,0,27,-1,-1,6.75,-1.0,-1.0,1,0,SRH,RCB
1,5,6,2,2,33,-1,-1,6.6,-1.0,-1.0,1,0,SRH,RCB
1,6,16,0,2,49,-1,-1,8.166666666666666,-1.0,-1.0,1,0,SRH,RCB
1,7,7,0,2,56,-1,-1,8.0,-1.0,-1.0,1,0,SRH,RCB
1,8,9,0,2,65,-1,-1,8.125,-1.0,-1.0,1,0,SRH,RCB
1,9,11,0,2,76,-1,-1,8.444444444444445,-1.0,-1.0,1,0,SRH,RCB
1,10,5,0,2,81,-1,-1,8.1,-1.0,-1.0,1,0,SRH,RCB
1,11,13,0,2,94,-1,-1,8.545454545454545,-1.0,-1.0,1,0,SRH,RCB
1,12,7,0,2,101,-1,-1,8.416666666666666,-1.0,-1.0,1,0,SRH,RCB
1,13,3,1,3,104,-1,-1,8.0,-1.0,-1.0,1,0,SRH,RCB
1,14,8,0,3,112,-1,-1,8.0,-1.0,-1.0,1,0,SRH,RCB
1,15,21,0,3,133,-1,-1,8.866666666666667,-1.0,-1.0,1,0,SRH,RCB
1,16,8,0,3,141,-1,-1,8.8125,-1.0,-1.0,1,0,SRH,RCB
1,17,19,0,3,160,-1,-1,9.411764705882351,-1.0,-1.0,1,0,SRH,RCB
1,18,7,0,3,167,187,20,9.27777777777778,10.0,-0.7222222222222214,1,1,RCB,SRH
1,19,15,1,4,182,187,5,9.578947368421051,5.0,4.578947368421053,1,1,RCB,SRH
1,20,4,1,5,186,187,1,9.3,99.0,-89.7,1,1,RCB,SRH
2,1,8,0,0,8,187,179,8.0,9.421052631578949,-1.421052631578947,0,0,SRH,RCB
2,2,12,0,0,20,187,167,10.0,9.27777777777778,0.7222222222222214,0,0,SRH,RCB
2,3,7,0,0,27,187,160,9.0,9.411764705882351,-0.4117647058823532,0,0,SRH,RCB
2,4,18,0,0,45,187,142,11.25,8.875,2.375,0,0,SRH,RCB
2,5,14,0,0,59,187,128,11.8,8.533333333333333,3.2666666666666675,0,0,SRH,RCB
2,6,5,0,0,64,187,123,10.666666666666666,8.785714285714286,1.88095238095238,0,0,SRH,RCB
2,7,8,0,0,72,187,115,10.285714285714286,8.846153846153847,1.4395604395604398,0,0,SRH,RCB
2,8,7,0,0,79,187,108,9.875,9.0,0.875,0,0,SRH,RCB
2,9,11,0,0,90,187,97,10.0,8.818181818181818,1.1818181818181817,0,0,SRH,RCB
2,10,5,0,0,95,187,92,9.5,9.2,0.3000000000000007,0,0,SRH,RCB
2,11,3,0,0,98,187,89,8.909090909090908,9.88888888888889,-0.979797979797981,0,0,SRH,RCB
2,12,10,0,0,108,187,79,9.0,9.875,-0.875,0,0,SRH,RCB
2,13,9,0,0,117,187,70,9.0,10.0,-1.0,0,0,SRH,RCB
2,14,15,0,0,132,187,55,9.428571428571429,9.166666666666666,0.26190476190476275,0,0,SRH,RCB
2,15,18,0,0,150,187,37,10.0,7.4,2.5999999999999996,0,0,SRH,RCB
2,16,4,0,0,154,187,33,9.625,8.25,1.375,0,0,SRH,RCB
