,Team1,match_id,is_batting_team,Team2,innings_over,innings_score,innings_wickets,score_target,total_runs,player_dismissed,predictions,run_rate,wickets_in_over,required_run_rate,predicted_team1,predicted_team2
0,SRH,1359503,1,CSK,1_1,6,0,-1,6,0,0.4439756,6.0,0,-1,0.4439756,0.55602443
1,SRH,1359503,1,CSK,1_2,13,0,-1,7,0,0.46794167,6.5,0,-1,0.46794167,0.53205836
2,SRH,1359503,1,CSK,1_3,23,0,-1,10,0,0.49635875,7.666666666666667,0,-1,0.49635875,0.50364125
3,SRH,1359503,1,CSK,1_4,34,0,-1,11,0,0.53605527,8.5,0,-1,0.53605527,0.46394473
4,SRH,1359503,1,CSK,1_5,35,1,-1,1,1,0.41031903,7.0,1,-1,0.41031903,0.58968097
5,SRH,1359503,1,CSK,1_6,45,1,-1,10,0,0.50024754,7.5,0,-1,0.50024754,0.49975246
6,SRH,1359503,1,CSK,1_7,55,1,-1,10,0,0.51957035,7.857142857142857,0,-1,0.51957035,0.48042965
7,SRH,1359503,1,CSK,1_8,62,1,-1,7,0,0.49731323,7.75,0,-1,0.49731323,0.50268674
8,SRH,1359503,1,CSK,1_9,70,1,-1,8,0,0.47153693,7.777777777777778,0,-1,0.47153693,0.52846307
9,SRH,1359503,1,CSK,1_10,76,2,-1,6,1,0.468583,7.6,1,-1,0.468583,0.531417
10,SRH,1359503,1,CSK,1_11,83,2,-1,7,0,0.47851533,7.545454545454546,0,-1,0.47851533,0.5214847
11,SRH,1359503,1,CSK,1_12,86,3,-1,3,1,0.436381,7.166666666666667,1,-1,0.436381,0.563619
