inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,1,4,0,0,4,-1,-1,4.0,-1.0,-1.0,1,0,DC,PBKS
1,2,2,0,0,6,-1,-1,3.0,-1.0,-1.0,1,0,DC,PBKS
1,3,12,0,0,18,-1,-1,6.0,-1.0,-1.0,1,0,DC,PBKS
1,4,17,0,0,35,-1,-1,8.75,-1.0,-1.0,1,0,DC,PBKS
1,5,16,0,0,51,-1,-1,10.2,-1.0,-1.0,1,0,DC,PBKS
1,6,10,0,0,61,-1,-1,10.166666666666666,-1.0,-1.0,1,0,DC,PBKS
1,7,10,0,0,71,-1,-1,10.142857142857142,-1.0,-1.0,1,0,DC,PBKS
1,8,5,0,0,76,-1,-1,9.5,-1.0,-1.0,1,0,DC,PBKS
1,9,7,0,0,83,-1,-1,9.22222222222222,-1.0,-1.0,1,0,DC,PBKS
1,10,10,0,0,93,-1,-1,9.3,-1.0,-1.0,1,0,DC,PBKS
1,11,10,1,1,103,-1,-1,9.363636363636363,-1.0,-1.0,1,0,DC,PBKS
1,12,5,0,1,108,-1,-1,9.0,-1.0,-1.0,1,0,DC,PBKS
1,13,17,0,1,125,-1,-1,9.615384615384617,-1.0,-1.0,1,0,DC,PBKS
1,14,13,0,1,138,-1,-1,9.857142857142858,-1.0,-1.0,1,0,DC,PBKS
1,15,10,1,2,148,-1,-1,9.866666666666667,-1.0,-1.0,1,0,DC,PBKS
1,16,6,0,2,154,-1,-1,9.625,-1.0,-1.0,1,0,DC,PBKS
1,17,8,0,2,162,-1,-1,9.529411764705882,-1.0,-1.0,1,0,DC,PBKS
1,18,10,0,2,172,214,42,9.555555555555555,21.0,-11.444444444444445,0,0,DC,PBKS
1,19,18,0,2,190,214,24,10.0,24.0,-14.0,0,0,DC,PBKS
1,20,23,0,2,213,214,1,10.65,99.0,-88.35,0,0,DC,PBKS
2,1,0,0,0,0,214,214,0.0,11.263157894736842,-11.263157894736842,0,0,DC,PBKS
2,2,7,1,1,7,214,207,3.5,11.5,-8.0,0,0,DC,PBKS
2,3,3,0,1,10,214,204,3.333333333333333,12.0,-8.666666666666666,0,0,DC,PBKS
2,4,13,0,1,23,214,191,5.75,11.9375,-6.1875,0,0,DC,PBKS
2,5,13,0,1,36,214,178,7.2,11.866666666666667,-4.666666666666667,0,0,DC,PBKS
2,6,11,0,1,47,214,167,7.833333333333333,11.928571428571429,-4.095238095238096,0,0,DC,PBKS
2,7,4,1,2,51,214,163,7.285714285714286,12.538461538461538,-5.252747252747253,0,0,DC,PBKS
2,8,4,0,2,55,214,159,6.875,13.25,-6.375,0,0,DC,PBKS
2,9,8,0,2,63,214,151,7.0,13.727272727272728,-6.727272727272727,0,0,DC,PBKS
2,10,12,0,2,75,214,139,7.5,13.9,-6.4,0,0,DC,PBKS
2,11,10,0,2,85,214,129,7.727272727272727,14.333333333333334,-6.606060606060606,0,0,DC,PBKS
2,12,15,0,2,100,214,114,8.333333333333334,14.25,-5.916666666666666,0,0,DC,PBKS
2,13,12,0,2,112,214,102,8.615384615384615,14.571428571428571,-5.956043956043956,0,0,DC,PBKS
2,14,5,0,2,117,214,97,8.357142857142858,16.166666666666668,-7.80952380952381,0,0,DC,PBKS
2,15,11,1,3,128,214,86,8.533333333333333,17.2,-8.666666666666666,0,0,DC,PBKS
