inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,is_batting_team,is_toss_winner,team1,team2
1,4,7,0,0,32,-1,-1,8.0,-1,-1,1,1,CSK,DC
1,5,9,1,1,41,-1,-1,8.2,-1,-1,1,1,CSK,DC
1,6,8,0,1,49,-1,-1,8.166666666666666,-1,-1,1,1,CSK,DC
1,7,3,1,2,52,-1,-1,7.428571428571429,-1,-1,1,1,CSK,DC
1,8,5,0,2,57,-1,-1,7.125,-1,-1,1,1,CSK,DC
1,9,4,0,2,61,-1,-1,6.777777777777778,-1,-1,1,1,CSK,DC
1,10,5,1,3,66,-1,-1,6.6,-1,-1,1,1,CSK,DC
1,11,11,0,3,77,-1,-1,7.0,-1,-1,1,1,CSK,DC
1,12,5,1,4,82,-1,-1,6.833333333333333,-1,-1,1,1,CSK,DC
1,13,6,0,4,88,-1,-1,6.769230769230769,-1,-1,1,1,CSK,DC
1,14,23,0,4,111,-1,-1,7.928571428571429,-1,-1,1,1,CSK,DC
1,15,6,1,5,117,-1,-1,7.8,-1,-1,1,1,CSK,DC
1,16,8,0,5,125,-1,-1,7.8125,-1,-1,1,1,CSK,DC
1,17,3,1,6,128,-1,-1,7.529411764705882,-1,-1,1,1,CSK,DC
1,18,11,0,6,139,-1,-1,7.722222222222222,-1,-1,1,1,CSK,DC
